"food_nutrient_id","adjusted_amount","lab_method_id","nutrient_name"
"2255106","","1052","Tocotrienol, gamma"
"2255107","","1052","Vitamin E (alpha-tocopherol)"
"2255108","","1052","Tocopherol, gamma"
"2255109","","1043","Betaine"
"2255110","","1043","Choline, free"
"2255111","","1043","Choline, from glycerophosphocholine"
"2255112","","1043","Choline, from phosphocholine"
"2255113","","1043","Choline, from sphingomyelin"
"2255114","","1043","Choline, from phosphotidyl choline"
"2255115","","","Choline, total"
"2255116","","1011","Thiamin"
"2255117","","1035","Riboflavin"
"2255118","","1014","Niacin"
"2255119","","1041","Cholesterol"
"2255120","","1042","4:0"
"2255121","","1042","6:0"
"2255122","","1042","8:0"
"2255123","","1042","10:0"
"2255124","","1042","11:0"
"2255125","","1042","12:0"
"2255126","","1042","14:0"
"2255127","","1042","15:0"
"2255128","","1042","15:1"
"2255129","","1042","16:0"
"2255130","","1042","16:1 t"
"2255131","","1042","16:1 c"
"2255132","","1042","17:0"
"2255133","","1042","17:1"
"2255134","","1042","18:0"
"2255135","","1042","18:1 t"
"2255136","","1042","18:1 c"
"2255137","","1042","18:2 t not further defined"
"2255138","","1042","18:2 n-6 c,c"
"2255139","","1042","20:0"
"2255140","","1042","18:3i"
"2255141","","1042","18:3 n-6 c,c,c"
"2255142","","1042","20:1"
"2255143","","1042","18:3 n-3 c,c,c (ALA)"
"2255144","","1042","18:2 CLAs"
"2255145","","1042","18:4"
"2255146","","1042","20:2 n-6 c,c"
"2255147","","1042","22:0"
"2255148","","1042","20:3 n-6"
"2255149","","1042","22:1 t"
"2255150","","1042","22:1 c"
"2255151","","1042","20:3 n-3"
"2255152","","1042","20:4 undifferentiated"
"2255153","","1042","22:2"
"2255154","","1042","24:0"
"2255155","","1042","20:5 n-3 (EPA)"
"2255156","","1042","24:1 c"
"2255157","","1042","22:4"
"2255158","","1042","22:5 n-3 (DPA)"
"2255159","","1042","22:6 n-3 (DHA)"
"2255160","","1019","Total lipid (fat)"
"2255161","","1077","Potassium, K"
"2255162","","1076","Copper, Cu"
"2255163","","1076","Iron, Fe"
"2255164","","1076","Magnesium, Mg"
"2255165","","1076","Zinc, Zn"
"2255166","","1077","Sodium, Na"
"2255167","","1076","Manganese, Mn"
"2255168","","1078","Phosphorus, P"
"2255169","","1076","Calcium, Ca"
"2255170","","1004","Ash"
"2255171","","1083","Water"
"2255172","","1122","Protein"
"2255173","","1122","Nitrogen"
"2255174","","1169","Selenium, Se"
"2255175","","1019","Total lipid (fat)"
"2255176","","1122","Protein"
"2255177","","1004","Ash"
"2255178","","1083","Water"
"2255179","","1122","Nitrogen"
"2255180","","1011","Thiamin"
"2255181","","1035","Riboflavin"
"2255182","","1014","Niacin"
"2255183","","1041","Cholesterol"
"2255184","","1042","4:0"
"2255185","","1042","6:0"
"2255186","","1042","8:0"
"2255187","","1042","10:0"
"2255188","","1042","11:0"
"2255189","","1042","12:0"
"2255190","","1042","14:0"
"2255191","","1042","15:0"
"2255192","","1042","15:1"
"2255193","","1042","16:0"
"2255194","","1042","16:1 t"
"2255195","","1042","16:1 c"
"2255196","","1042","17:0"
"2255197","","1042","17:1"
"2255198","","1042","18:0"
"2255199","","1042","18:1 t"
"2255200","","1042","18:1 c"
"2255201","","1042","18:2 t not further defined"
"2255202","","1042","18:2 n-6 c,c"
"2255203","","1042","20:0"
"2255204","","1042","18:3i"
"2255205","","1042","18:3 n-6 c,c,c"
"2255206","","1042","20:1"
"2255207","","1042","18:3 n-3 c,c,c (ALA)"
"2255208","","1042","18:2 CLAs"
"2255209","","1042","18:4"
"2255210","","1042","20:2 n-6 c,c"
"2255211","","1042","22:0"
"2255212","","1042","20:3 n-6"
"2255213","","1042","22:1 t"
"2255214","","1042","22:1 c"
"2255215","","1042","20:3 n-3"
"2255216","","1042","20:4 undifferentiated"
"2255217","","1042","22:2"
"2255218","","1042","24:0"
"2255219","","1042","20:5 n-3 (EPA)"
"2255220","","1042","24:1 c"
"2255221","","1042","22:4"
"2255222","","1042","22:5 n-3 (DPA)"
"2255223","","1042","22:6 n-3 (DHA)"
"2255224","","1019","Total lipid (fat)"
"2255225","","1077","Potassium, K"
"2255226","","1076","Copper, Cu"
"2255227","","1076","Iron, Fe"
"2255228","","1076","Calcium, Ca"
"2255229","","1076","Manganese, Mn"
"2255230","","1078","Phosphorus, P"
"2255231","","1076","Magnesium, Mg"
"2255232","","1077","Sodium, Na"
"2255233","","1076","Zinc, Zn"
"2255234","","1122","Protein"
"2255235","","1004","Ash"
"2255236","","1083","Water"
"2255237","","1122","Nitrogen"
"2255238","","1169","Selenium, Se"
"2255239","","1019","Total lipid (fat)"
"2255240","","1122","Protein"
"2255241","","1004","Ash"
"2255242","","1083","Water"
"2255243","","1122","Nitrogen"
"2255244","","1011","Thiamin"
"2255245","","1035","Riboflavin"
"2255246","","1014","Niacin"
"2255247","","1041","Cholesterol"
"2255248","","1042","4:0"
"2255249","","1042","6:0"
"2255250","","1042","8:0"
"2255251","","1042","10:0"
"2255252","","1042","11:0"
"2255253","","1042","12:0"
"2255254","","1042","14:0"
"2255255","","1042","15:0"
"2255256","","1042","15:1"
"2255257","","1042","16:0"
"2255258","","1042","16:1 t"
"2255259","","1042","16:1 c"
"2255260","","1042","17:0"
"2255261","","1042","17:1"
"2255262","","1042","18:0"
"2255263","","1042","18:1 t"
"2255264","","1042","18:1 c"
"2255265","","1042","18:2 t not further defined"
"2255266","","1042","18:2 n-6 c,c"
"2255267","","1042","20:0"
"2255268","","1042","18:3i"
"2255269","","1042","18:3 n-6 c,c,c"
"2255270","","1042","20:1"
"2255271","","1042","18:3 n-3 c,c,c (ALA)"
"2255272","","1042","18:2 CLAs"
"2255273","","1042","18:4"
"2255274","","1042","20:2 n-6 c,c"
"2255275","","1042","22:0"
"2255276","","1042","20:3 n-6"
"2255277","","1042","22:1 t"
"2255278","","1042","22:1 c"
"2255279","","1042","20:3 n-3"
"2255280","","1042","20:4 undifferentiated"
"2255281","","1042","22:2"
"2255282","","1042","24:0"
"2255283","","1042","20:5 n-3 (EPA)"
"2255284","","1042","24:1 c"
"2255285","","1042","22:4"
"2255286","","1042","22:5 n-3 (DPA)"
"2255287","","1042","22:6 n-3 (DHA)"
"2255288","","1019","Total lipid (fat)"
"2255289","","1077","Potassium, K"
"2255290","","1076","Copper, Cu"
"2255291","","1076","Calcium, Ca"
"2255292","","1076","Iron, Fe"
"2255293","","1078","Phosphorus, P"
"2255294","","1076","Manganese, Mn"
"2255295","","1076","Magnesium, Mg"
"2255296","","1077","Sodium, Na"
"2255297","","1076","Zinc, Zn"
"2255298","","1004","Ash"
"2255299","","1083","Water"
"2255300","","1122","Protein"
"2255301","","1122","Nitrogen"
"2255302","","1169","Selenium, Se"
"2255303","","1019","Total lipid (fat)"
"2255304","","1122","Protein"
"2255305","","1004","Ash"
"2255306","","1083","Water"
"2255307","","1122","Nitrogen"
"2255308","","1011","Thiamin"
"2255309","","1035","Riboflavin"
"2255310","","1014","Niacin"
"2255311","","1041","Cholesterol"
"2255312","","1042","4:0"
"2255313","","1042","6:0"
"2255314","","1042","8:0"
"2255315","","1042","10:0"
"2255316","","1042","11:0"
"2255317","","1042","12:0"
"2255318","","1042","14:0"
"2255319","","1042","15:0"
"2255320","","1042","15:1"
"2255321","","1042","16:0"
"2255322","","1042","16:1 t"
"2255323","","1042","16:1 c"
"2255324","","1042","17:0"
"2255325","","1042","17:1"
"2255326","","1042","18:0"
"2255327","","1042","20:5 n-3 (EPA)"
"2255328","","1042","24:1 c"
"2255329","","1042","22:4"
"2255330","","1042","22:5 n-3 (DPA)"
"2255331","","1042","22:6 n-3 (DHA)"
"2255332","","1042","18:1 t"
"2255333","","1042","18:1 c"
"2255334","","1042","18:2 t not further defined"
"2255335","","1042","18:2 n-6 c,c"
"2255336","","1042","20:0"
"2255337","","1042","18:3i"
"2255338","","1042","18:3 n-6 c,c,c"
"2255339","","1042","20:1"
"2255340","","1042","18:3 n-3 c,c,c (ALA)"
"2255341","","1042","18:2 CLAs"
"2255342","","1042","18:4"
"2255343","","1042","20:2 n-6 c,c"
"2255344","","1042","22:0"
"2255345","","1042","20:3 n-6"
"2255346","","1042","22:1 t"
"2255347","","1042","22:1 c"
"2255348","","1042","20:3 n-3"
"2255349","","1042","20:4 undifferentiated"
"2255350","","1042","22:2"
"2255351","","1042","24:0"
"2255352","","1019","Total lipid (fat)"
"2255353","","1077","Potassium, K"
"2255354","","1076","Copper, Cu"
"2255355","","1076","Iron, Fe"
"2255356","","1076","Calcium, Ca"
"2255357","","1076","Manganese, Mn"
"2255358","","1078","Phosphorus, P"
"2255359","","1076","Magnesium, Mg"
"2255360","","1077","Sodium, Na"
"2255361","","1076","Zinc, Zn"
"2255362","","1004","Ash"
"2255363","","1083","Water"
"2255364","","1122","Protein"
"2255365","","1122","Nitrogen"
"2255366","","1169","Selenium, Se"
"2255367","","1019","Total lipid (fat)"
"2255368","","1004","Ash"
"2255369","","1083","Water"
"2255370","","1122","Protein"
"2255371","","1122","Nitrogen"
"2255372","","1011","Thiamin"
"2255373","","1035","Riboflavin"
"2255374","","1014","Niacin"
"2255375","","1041","Cholesterol"
"2255376","","1042","4:0"
"2255377","","1042","6:0"
"2255378","","1042","8:0"
"2255379","","1042","10:0"
"2255380","","1042","11:0"
"2255381","","1042","12:0"
"2255382","","1042","14:0"
"2255383","","1042","15:0"
"2255384","","1042","15:1"
"2255385","","1042","16:0"
"2255386","","1042","16:1 t"
"2255387","","1042","16:1 c"
"2255388","","1042","17:0"
"2255389","","1042","17:1"
"2255390","","1042","18:0"
"2255391","","1042","18:1 t"
"2255392","","1042","18:1 c"
"2255393","","1042","18:2 t not further defined"
"2255394","","1042","18:2 n-6 c,c"
"2255395","","1042","20:0"
"2255396","","1042","18:3i"
"2255397","","1042","18:3 n-6 c,c,c"
"2255398","","1042","20:1"
"2255399","","1042","18:3 n-3 c,c,c (ALA)"
"2255400","","1042","18:2 CLAs"
"2255401","","1042","18:4"
"2255402","","1042","20:2 n-6 c,c"
"2255403","","1042","22:0"
"2255404","","1042","20:3 n-6"
"2255405","","1042","22:1 t"
"2255406","","1042","22:1 c"
"2255407","","1042","20:3 n-3"
"2255408","","1042","20:4 undifferentiated"
"2255409","","1042","22:2"
"2255410","","1042","24:0"
"2255411","","1042","20:5 n-3 (EPA)"
"2255412","","1042","24:1 c"
"2255413","","1042","22:4"
"2255414","","1042","22:5 n-3 (DPA)"
"2255415","","1042","22:6 n-3 (DHA)"
"2255416","","1019","Total lipid (fat)"
"2255417","","1077","Potassium, K"
"2255418","","1076","Copper, Cu"
"2255419","","1076","Manganese, Mn"
"2255420","","1076","Calcium, Ca"
"2255421","","1076","Iron, Fe"
"2255422","","1076","Magnesium, Mg"
"2255423","","1078","Phosphorus, P"
"2255424","","1077","Sodium, Na"
"2255425","","1076","Zinc, Zn"
"2255426","","1004","Ash"
"2255427","","1083","Water"
"2255428","","1122","Protein"
"2255429","","1122","Nitrogen"
"2255430","","1169","Selenium, Se"
"2255431","","1019","Total lipid (fat)"
"2255432","","1004","Ash"
"2255433","","1083","Water"
"2255434","","1122","Protein"
"2255435","","1122","Nitrogen"
"2255436","","1011","Thiamin"
"2255437","","1035","Riboflavin"
"2255438","","1014","Niacin"
"2255439","","1041","Cholesterol"
"2255440","","1042","22:2"
"2255441","","1042","24:0"
"2255442","","1042","20:5 n-3 (EPA)"
"2255443","","1042","24:1 c"
"2255444","","1042","22:4"
"2255445","","1042","22:5 n-3 (DPA)"
"2255446","","1042","22:6 n-3 (DHA)"
"2255447","","1042","4:0"
"2255448","","1042","6:0"
"2255449","","1042","8:0"
"2255450","","1042","10:0"
"2255451","","1042","11:0"
"2255452","","1042","12:0"
"2255453","","1042","14:0"
"2255454","","1042","15:0"
"2255455","","1042","15:1"
"2255456","","1042","16:0"
"2255457","","1042","16:1 t"
"2255458","","1042","16:1 c"
"2255459","","1042","17:0"
"2255460","","1042","17:1"
"2255461","","1042","18:0"
"2255462","","1042","18:1 t"
"2255463","","1042","18:1 c"
"2255464","","1042","18:2 t not further defined"
"2255465","","1042","18:2 n-6 c,c"
"2255466","","1042","20:0"
"2255467","","1042","18:3i"
"2255468","","1042","18:3 n-6 c,c,c"
"2255469","","1042","20:1"
"2255470","","1042","18:3 n-3 c,c,c (ALA)"
"2255471","","1042","18:2 CLAs"
"2255472","","1042","18:4"
"2255473","","1042","20:2 n-6 c,c"
"2255474","","1042","22:0"
"2255475","","1042","20:3 n-6"
"2255476","","1042","22:1 t"
"2255477","","1042","22:1 c"
"2255478","","1042","20:3 n-3"
"2255479","","1042","20:4 undifferentiated"
"2255480","","1019","Total lipid (fat)"
"2255481","","1077","Potassium, K"
"2255482","","1076","Copper, Cu"
"2255483","","1076","Manganese, Mn"
"2255484","","1076","Iron, Fe"
"2255485","","1076","Calcium, Ca"
"2255486","","1076","Magnesium, Mg"
"2255487","","1078","Phosphorus, P"
"2255488","","1077","Sodium, Na"
"2255489","","1076","Zinc, Zn"
"2255490","","1004","Ash"
"2255491","","1083","Water"
"2255492","","1122","Protein"
"2255493","","1122","Nitrogen"
"2255494","","1169","Selenium, Se"
"2255495","","1019","Total lipid (fat)"
"2255496","","1004","Ash"
"2255497","","1083","Water"
"2255498","","1122","Protein"
"2255499","","1122","Nitrogen"
"2255500","","1011","Thiamin"
"2255501","","1035","Riboflavin"
"2255502","","1014","Niacin"
"2255503","","1041","Cholesterol"
"2255504","","1042","4:0"
"2255505","","1042","6:0"
"2255506","","1042","8:0"
"2255507","","1042","10:0"
"2255508","","1042","11:0"
"2255509","","1042","12:0"
"2255510","","1042","14:0"
"2255511","","1042","15:0"
"2255512","","1042","15:1"
"2255513","","1042","16:0"
"2255514","","1042","16:1 t"
"2255515","","1042","16:1 c"
"2255516","","1042","17:0"
"2255517","","1042","17:1"
"2255518","","1042","18:0"
"2255519","","1042","18:1 t"
"2255520","","1042","18:1 c"
"2255521","","1042","18:2 t not further defined"
"2255522","","1042","18:2 n-6 c,c"
"2255523","","1042","20:0"
"2255524","","1042","18:3i"
"2255525","","1042","18:3 n-6 c,c,c"
"2255526","","1042","20:1"
"2255527","","1042","18:3 n-3 c,c,c (ALA)"
"2255528","","1042","18:2 CLAs"
"2255529","","1042","18:4"
"2255530","","1042","20:2 n-6 c,c"
"2255531","","1042","22:0"
"2255532","","1042","20:3 n-6"
"2255533","","1042","22:1 t"
"2255534","","1042","22:1 c"
"2255535","","1042","20:3 n-3"
"2255536","","1042","20:4 undifferentiated"
"2255537","","1042","22:2"
"2255538","","1042","24:0"
"2255539","","1042","20:5 n-3 (EPA)"
"2255540","","1042","24:1 c"
"2255541","","1042","22:4"
"2255542","","1042","22:5 n-3 (DPA)"
"2255543","","1042","22:6 n-3 (DHA)"
"2255544","","1019","Total lipid (fat)"
"2255545","","1077","Potassium, K"
"2255546","","1076","Copper, Cu"
"2255547","","1076","Manganese, Mn"
"2255548","","1076","Calcium, Ca"
"2255549","","1076","Iron, Fe"
"2255550","","1076","Magnesium, Mg"
"2255551","","1078","Phosphorus, P"
"2255552","","1077","Sodium, Na"
"2255553","","1076","Zinc, Zn"
"2255554","","1122","Protein"
"2255555","","1004","Ash"
"2255556","","1083","Water"
"2255557","","1122","Nitrogen"
"2255558","","1169","Selenium, Se"
"2255559","","1019","Total lipid (fat)"
"2255560","","1004","Ash"
"2255561","","1083","Water"
"2255562","","1122","Protein"
"2255563","","1122","Nitrogen"
"2255564","","1011","Thiamin"
"2255565","","1035","Riboflavin"
"2255566","","1014","Niacin"
"2255567","","1041","Cholesterol"
"2255568","","1042","4:0"
"2255569","","1042","6:0"
"2255570","","1042","8:0"
"2255571","","1042","10:0"
"2255572","","1042","11:0"
"2255573","","1042","12:0"
"2255574","","1042","14:0"
"2255575","","1042","15:0"
"2255576","","1042","15:1"
"2255577","","1042","16:0"
"2255578","","1042","16:1 t"
"2255579","","1042","16:1 c"
"2255580","","1042","17:0"
"2255581","","1042","17:1"
"2255582","","1042","18:0"
"2255583","","1042","18:1 t"
"2255584","","1042","18:1 c"
"2255585","","1042","18:2 t not further defined"
"2255586","","1042","18:2 n-6 c,c"
"2255587","","1042","20:0"
"2255588","","1042","18:3i"
"2255589","","1042","18:3 n-6 c,c,c"
"2255590","","1042","20:1"
"2255591","","1042","18:3 n-3 c,c,c (ALA)"
"2255592","","1042","18:2 CLAs"
"2255593","","1042","18:4"
"2255594","","1042","20:2 n-6 c,c"
"2255595","","1042","22:0"
"2255596","","1042","20:3 n-6"
"2255597","","1042","22:1 t"
"2255598","","1042","22:1 c"
"2255599","","1042","20:3 n-3"
"2255600","","1042","20:4 undifferentiated"
"2255601","","1042","22:2"
"2255602","","1042","24:0"
"2255603","","1042","20:5 n-3 (EPA)"
"2255604","","1042","24:1 c"
"2255605","","1042","22:4"
"2255606","","1042","22:5 n-3 (DPA)"
"2255607","","1042","22:6 n-3 (DHA)"
"2255608","","1019","Total lipid (fat)"
"2255609","","1076","Iron, Fe"
"2255610","","1076","Calcium, Ca"
"2255611","","1076","Copper, Cu"
"2255612","","1077","Potassium, K"
"2255613","","1076","Manganese, Mn"
"2255614","","1078","Phosphorus, P"
"2255615","","1076","Magnesium, Mg"
"2255616","","1077","Sodium, Na"
"2255617","","1076","Zinc, Zn"
"2255618","","1004","Ash"
"2255619","","1083","Water"
"2255620","","1122","Protein"
"2255621","","1122","Nitrogen"
"2255622","","1169","Selenium, Se"
"2255623","","1019","Total lipid (fat)"
"2255624","","1004","Ash"
"2255625","","1083","Water"
"2255626","","1122","Protein"
"2255627","","1122","Nitrogen"
"2255628","","1011","Thiamin"
"2255629","","1035","Riboflavin"
"2255630","","1014","Niacin"
"2255631","","1041","Cholesterol"
"2255632","","1042","20:1"
"2255633","","1042","18:3 n-3 c,c,c (ALA)"
"2255634","","1042","18:2 CLAs"
"2255635","","1042","18:4"
"2255636","","1042","20:2 n-6 c,c"
"2255637","","1042","22:0"
"2255638","","1042","20:3 n-6"
"2255639","","1042","22:1 t"
"2255640","","1042","22:1 c"
"2255641","","1042","20:3 n-3"
"2255642","","1042","20:4 undifferentiated"
"2255643","","1042","22:2"
"2255644","","1042","24:0"
"2255645","","1042","20:5 n-3 (EPA)"
"2255646","","1042","24:1 c"
"2255647","","1042","22:4"
"2255648","","1042","22:5 n-3 (DPA)"
"2255649","","1042","22:6 n-3 (DHA)"
"2255650","","1042","4:0"
"2255651","","1042","6:0"
"2255652","","1042","8:0"
"2255653","","1042","10:0"
"2255654","","1042","11:0"
"2255655","","1042","12:0"
"2255656","","1042","14:0"
"2255657","","1042","15:0"
"2255658","","1042","15:1"
"2255659","","1042","16:0"
"2255660","","1042","16:1 t"
"2255661","","1042","16:1 c"
"2255662","","1042","17:0"
"2255663","","1042","17:1"
"2255664","","1042","18:0"
"2255665","","1042","18:1 t"
"2255666","","1042","18:1 c"
"2255667","","1042","18:2 t not further defined"
"2255668","","1042","18:2 n-6 c,c"
"2255669","","1042","20:0"
"2255670","","1042","18:3i"
"2255671","","1042","18:3 n-6 c,c,c"
"2255672","","1019","Total lipid (fat)"
"2255673","","1076","Iron, Fe"
"2255674","","1076","Calcium, Ca"
"2255675","","1076","Copper, Cu"
"2255676","","1077","Potassium, K"
"2255677","","1076","Manganese, Mn"
"2255678","","1078","Phosphorus, P"
"2255679","","1076","Magnesium, Mg"
"2255680","","1077","Sodium, Na"
"2255681","","1076","Zinc, Zn"
"2255682","","1004","Ash"
"2255683","","1083","Water"
"2255684","","1122","Protein"
"2255685","","1122","Nitrogen"
"2255686","","1169","Selenium, Se"
"2255687","","1019","Total lipid (fat)"
"2255688","","1004","Ash"
"2255689","","1083","Water"
"2255690","","1122","Protein"
"2255691","","1122","Nitrogen"
"2255692","","1011","Thiamin"
"2255693","","1035","Riboflavin"
"2255694","","1014","Niacin"
"2255695","","1041","Cholesterol"
"2255696","","1042","4:0"
"2255697","","1042","6:0"
"2255698","","1042","8:0"
